"name","gender","ethnicity","isomerism","orientation","disability","year","domain","manwhitecisable","manwhitecis","manwhite","minoritized","poc"
"Stephen Shore","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Kenneth Shorr","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"John Clarence O'Leary Simms","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Stephanie Sinclair","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Mark Sink","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Clarissa Sligh","woman","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Beuford Smith","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Eve Sonneman","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"John Sparagana","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Alexandra Spingarn","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"L'ubo Stacho",NA,"white",NA,NA,NA,NA,"art",NA,NA,NA,NA,FALSE
"Jan Staller","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Roberto Stelzer","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Craig Stevens","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Sarah Stolfa","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Stan Strembicki","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Karen M. Strom","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Randy J. Stromsoe","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Martin Stupich","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Carl Suddath","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Larry Sultan","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Alexandr Suprun","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
NA,NA,NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Karin Székessy","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Chris Talbot","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Melissa Thorne","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Harlow Tighe","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Frank X. Tolbert 2","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Seike Tomio","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Richard Tuttle","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jesús Sánchez Uribe","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Caroline Vaughan","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Marco Villegas","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Paul Wainwright","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Gaylon Wampler","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Curtis Wehrfritz","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Frank Sherwood White","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Albert J. Winn","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Dan Winters","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Marc F. Wise","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Philip Wofford","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Byron Wolfe","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert Yager","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Amon Yariv","man","middleeast",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Akiyama Yo","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Jaroslaw Zajac","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Marian Zazeela","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Elyn Zimmerman","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Maren Ade","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Yoko Akai","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Davida Allen","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Jean-Jacques Annaud","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Korapat Arunanondchai","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Edward Avedisian","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Jill Baroff","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Gary Batty","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Marilyn Baum","woman",NA,NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,NA
"Erwin Bohatsch","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Miguel Rio Branco","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Matthew Brannon","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Marco Breuer","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"William Bryant","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Gernot Bubenik","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Willi Bunkowski","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Johanna Calle","woman","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Paolo Canevari","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Alan Charlton","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Louisa Chase","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Cliff Chi","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Ha Chonghyun","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"John Clem Clarke","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Stéphanie Cobigo","woman",NA,NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,NA
"Houston Conwill","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Brian Crabtree","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Norm DeCarlo","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Dimitri Devyatkin","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert Fichter","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
NA,NA,NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Ruben Fontana","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Samuel Fosso","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Michael Frederiksen","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Peter Freudenthal","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Susan Friedman","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Ellen Gallagher","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Andrea Geyer","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Jeff Goodman","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Daniel Gordon","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Shalom Gorewitz","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ken Grant","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Wolf Gremm","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert Haiko","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Randy Hardy","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Tommy Hartung","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Richard Hell","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"John Hilliard","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Violet Hopkins","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Roni Horn","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Fakhrul Islam","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Jorge Mario JA!uregui","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Agathe Jacquillat",NA,"white",NA,NA,NA,NA,"art",NA,NA,NA,NA,FALSE
"Michael Jantzen","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Terry Jennings","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Wolf Kahlen","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Stuart Karten","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Neil Katz","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ben Kelly","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Walter Kindler","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Scott King","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Yui Kugimiya","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Peter Land","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Richard ""Dickie"" Landry","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Mathieu Lehanneur","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"David J. Lewis","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Linda Lindroth","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Nino Longobardi","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Damien Lopez","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Sarah Lucas","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Vera Lutter","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Estella Conwill Majozo","woman","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"David Malin","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jared Mankelow","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Russell Manoy","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Juan Luis Martinez","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Bernadette Mayer","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Kim McCarty","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Paul McMahon","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Mohamed Melehi","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Chris Milk","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Nachume Miller","man","middleeast",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Bruno Monguzzi","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jonathan Monk","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Yasumasa Morimura","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Rei Naito","woman","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Ryue Nishizawa","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Chris Ofili","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"David Palladini","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Bengt Palmgren","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Walter Pichler","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Iztok Geister","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Patrick Poirier","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Alessandro Raho","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Lynne Ramsay","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Emily Read","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Marcia Resnick","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Judy Rifka","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Su Rogers","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Ron Rosenman","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Gary Rydstrom","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Juan Sánchez","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Hilary Sample","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Gerald Scarfe","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Regina Schmeken","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"David Shapiro","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Aaron Siegal","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Todd Siler","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Hajime Sorayama","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Alec Soth","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Roger Spottiswoode","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"John Sturgeon","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ricky Swallow","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Nahum Tevet","man","middleeast",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Rirkrit Tiravanija","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Denis Villeneuve","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Tomi Vollauschek","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Peter Wegner","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Geoff Winningham","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"David Wojnarowicz","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"David Yates","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Kenneth Yeang","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Michael Zimmerman","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Yves José Zimmerman","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Larry Zox","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert Adams","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Peter Antonelli","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Arakawa","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Thomas Bayerle","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Lillian Causey",NA,"white",NA,NA,NA,NA,"art",NA,NA,NA,NA,FALSE
"William Clift","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Paul Arthur Clinton","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Chuck Close","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert Cumming","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ruth Cyril","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Lloyd A. Davidson","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Stephen Dean","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Ad Dekkers","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Juanita Donahoo",NA,"white",NA,NA,NA,NA,"art",NA,NA,NA,NA,FALSE
"Jeanet Elizabeth Dreskin-Haig","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Eleanor Dube",NA,"white",NA,NA,NA,NA,"art",NA,NA,NA,NA,FALSE
"Sharon Etgar","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Aaron Fink","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Belinda Fox","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Cornelius Frazier","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Ed Hamilton","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Michael Heizer","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Geoffrey Holt","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Curlee Raven Holton","man","black",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Wako Ito","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Toba Khedoori","woman","middleeast",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Wlodzimierz Kotkowski","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Deborah Luster","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"George Metzger","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Adi Nes","man","middleeast",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Jan Otava","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Gerardo Pita","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Rand Robbin","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Spain Rodriguez","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Stanley Roseman","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Mark Ruwedel","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Rupert Jasen Smith","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Joan Snyder","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"James Stroud","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Barbara Tyson-Mosley","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Anatolii Borisovich Yakushin","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Rudolf Zorner","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Eleanor Antin","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Bill Arnold","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Charles Arnoldi","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Lewis Baltz","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Michael Becotte","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Wout Berger","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Andrew Borowiec","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"David Bradshaw","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jeff Brouws","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Lisa Bulawsky","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Edward Burtynsky","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Richard S. Buswell","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Bruce Caesar","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Peter Campus","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Patty Carroll","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Keith Carter","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"James Casebere","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"David Chamberlain","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Hilo Chen","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"William Christenberry","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"William Clift","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Carmon Colangelo","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Linda Connor","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Robert Cumming","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Denis Darzacq","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Lynn Davis","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Laddie John Dill","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Joo Myung Duck","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Carroll Dunham","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jeff Eaton","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Mitch Epstein","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Shepard Fairey","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Paul Graham","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Charles Harbutt","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Sharon Harper","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Sharon Lee Hart","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Paul Heald","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Michael Heizer","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Pablo Helguera","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Edward Henderson","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Paul Hill","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Earl Iversen","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jun Kaneko","man","asian",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Kcho","man","latinx",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"David Evans King","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Brenda Kobs","woman",NA,NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,NA
"Michael Krueger","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Jocelyn Lee","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Jack H. Lemon","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert Longo","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Steve Lucas","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Margaret A. Mackichan","woman","white",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,FALSE
"Mike Mandel","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Robert Mangold","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Rania Matar","woman","middleeast",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Richard Mattsson","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Earl Mayac","man","native",NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,TRUE
"Donald J. McKenna","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Rhondal McKinney","man",NA,NA,NA,NA,NA,"art",NA,NA,NA,NA,NA
"Jerry McMillan","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"John McWilliams","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Gary Metz","man","white",NA,NA,NA,NA,"art",NA,NA,TRUE,NA,FALSE
"Sheila Metzner","woman",NA,NA,NA,NA,NA,"art",FALSE,FALSE,FALSE,TRUE,NA
